kat	intensity
0.	0.6541379431766164	
0.17453292519943295	0.6152417278809722	
0.3490658503988659	0.6292728380379466	
0.5235987755982988	0.636243336661453	
0.6981317007977318	0.6704816989388259	
0.8726646259971648	0.6852488574023781	
1.0471975511965976	0.7493312524066396	
1.2217304763960306	0.7925384996049041	
1.3962634015954636	0.8590948347507186	
1.5707963267948966	0.8281474868153075	
1.7453292519943295	0.8895412609219309	
1.9198621771937625	0.8879120346548506	
2.0943951023931953	0.9083063278572704	
2.2689280275926285	0.9243433968250723	
2.443460952792061	0.8497318005051624	
2.6179938779914944	0.7789708272705897	
2.792526803190927	0.7127590414863935	
2.96705972839036	0.6752781289530887	
3.141592653589793	0.5979642812113447	
3.3161255787892263	0.5989771048842333	
3.490658503988659	0.5918786307835545	
3.6651914291880923	0.6117424694193511	
3.839724354387525	0.6565637978578117	
4.014257279586958	0.6936418526759938	
4.1887902047863905	0.8211152722072474	
4.363323129985823	0.8393479914476034	
4.537856055185257	0.90041008946546	
4.71238898038469	0.9506847634592908	
4.886921905584122	0.9536671978784848	
5.061454830783556	0.9875148184622422	
5.235987755982989	1.	
5.410520681182422	0.9538171336446394	
5.585053606381854	0.9127525291248333	
5.759586531581287	0.8109968797458362	
5.93411945678072	0.7791794500159213	
6.1086523819801535	0.6917915090164025	
6.283185307179586	0.6541379431766164
