kat	intensuty
0.	0.9810738238720127
0.17453292519943295	0.9185226900618099	
0.3490658503988659	0.8954369162981856	
0.5235987755982988	0.7515344145454812	
0.6981317007977318	0.6638273827576595	
0.8726646259971648	0.5846490134641221	
1.0471975511965976	0.49606568980252347	
1.2217304763960306	0.4674903874548001	
1.3962634015954636	0.425100163996585	
1.5707963267948966	0.44203130598509893	
1.7453292519943295	0.4337929160347332
1.9198621771937625	0.5006578214162472	
2.0943951023931953	0.5614927975673157	
2.2689280275926285	0.6440677446746041	
2.443460952792061	0.706942857210732	
2.6179938779914944	0.8594910118626825	
2.792526803190927	0.9469964951423677	
2.96705972839036	0.9687255520437394	
3.141592653589793	0.9972145748285333	
3.3161255787892263	0.8984677527723508	
3.490658503988659	0.891160190540806	
3.6651914291880923	0.755745449398603	
3.839724354387525	0.6723244392508386	
4.014257279586958	0.605116687944483	
4.1887902047863905	0.5799994539529657	
4.363323129985823	0.49935605354937973	
4.537856055185257	0.500427180238248	
4.71238898038469	0.46442260845428857	
4.886921905584122	0.5036415587515106	
5.061454830783556	0.5233986490741284	
5.235987755982989	0.6028625741118551	
5.410520681182422	0.6500772229631577	
5.585053606381854	0.7827805272741715	
5.759586531581287	0.9215893673280781	
5.93411945678072	0.9518570023319238
6.1086523819801535	1.
6.283185307179586	0.9810738238720127
