kat	intensity
0.	0.9315455476539874
0.17453292519943295	0.8830775649392508
0.3490658503988659	0.8077933764933746
0.5235987755982988	0.7003631180111806
0.6981317007977318	0.628449990511358
0.8726646259971648	0.6338438850411198
1.0471975511965976	0.6264419331333233
1.2217304763960306	0.6579636360475677
1.3962634015954636	0.656479815268456
1.5707963267948966	0.7485471078474689
1.7453292519943295	0.7205704194848898
1.9198621771937625	0.7510428379586237
2.0943951023931953	0.7712164149158551
2.2689280275926285	0.7755589389525407
2.443460952792061	0.8504121257599967
2.6179938779914944	0.8946399748514773
2.792526803190927	0.9176088622466495
2.96705972839036	0.8958590407924681
3.141592653589793	0.931043852011954
3.3161255787892263	0.849376342715258
3.490658503988659	0.8144447550988774
3.6651914291880923	0.6963151330075806
3.839724354387525	0.6278210456628214
4.014257279586958	0.5982631294554968
4.1887902047863905	0.648029448108718
4.363323129985823	0.7022161121485037
4.537856055185257	0.7201826454913015
4.71238898038469	0.7881205680437028
4.886921905584122	0.833408131838522
5.061454830783556	0.8490925236745236
5.235987755982989	0.9049751484501642
5.410520681182422	0.8486156288796594
5.585053606381854	0.9239506938297751
5.759586531581287	0.9788382715316115
5.93411945678072	0.9816996982467017
6.1086523819801535	0.9999999999999999
6.283185307179586	0.9315455476539874
