kat	intensity
0.	0.7046952783709987	
0.17453292519943295	0.7016820944864444	
0.3490658503988659	0.7087886544774343	
0.5235987755982988	0.7104786449716203	
0.6981317007977318	0.7656801553738455	
0.8726646259971648	0.7445897044628359	
1.0471975511965976	0.7531919152225849	
1.2217304763960306	0.7948761030692212	
1.3962634015954636	0.825414525104102	
1.5707963267948966	0.8589800561534692	
1.7453292519943295	0.842978398603937	
1.9198621771937625	0.9043429266766929	
2.0943951023931953	0.9145399473721905	
2.2689280275926285	0.9250454632538776	
2.443460952792061	0.8619776316506269	
2.6179938779914944	0.8550752048830382	
2.792526803190927	0.829039190518425	
2.96705972839036	0.7710147043251149	
3.141592653589793	0.711451873832814	
3.3161255787892263	0.6494417400107853	
3.490658503988659	0.6778757841684434	
3.6651914291880923	0.7322895300773626	
3.839724354387525	0.7273427424365122	
4.014257279586958	0.7695874550187699	
4.1887902047863905	0.8052725132625388	
4.363323129985823	0.8346733592983451	
4.537856055185257	0.890512518232739	
4.71238898038469	0.9363407329331468	
4.886921905584122	0.9571161086515151	
5.061454830783556	0.9671437324367388	
5.235987755982989	1.	
5.410520681182422	0.9728085058978281	
5.585053606381854	0.9531751438573038	
5.759586531581287	0.9199129051983277	
5.93411945678072	0.8246596606430534	
6.1086523819801535	0.7287494866064735	
6.283185307179586	0.7046952783709987
