#Wave		#Intensity
1945.189453	11263.222656
1943.490234	11379.414063
1941.789063	11662.840820
1940.089844	11543.310547
1938.388672	11479.677734
1936.687500	11458.687500
1934.986328	11467.092773
1933.285156	11523.979492
1931.583984	11599.942383
1929.880859	11634.750000
1928.179688	11557.927734
1926.476563	11592.724609
1924.773438	11316.264648
1923.070313	11481.723633
1921.367188	11782.147461
1919.664063	11651.055664
1917.958984	11675.521484
1916.255859	11504.878906
1914.550781	11536.687500
1912.845703	11618.340820
1911.140625	11600.264648
1909.435547	11554.338867
1907.730469	11430.745117
1906.023438	11295.465820
1904.316406	11451.799805
1902.611328	11502.602539
1900.904297	11534.344727
1899.197266	11419.629883
1897.488281	11234.669922
1895.781250	11494.805664
1894.074219	11405.029297
1892.365234	11367.963867
1890.656250	11537.217773
1888.947266	11328.972656
1887.238281	11072.528320
1885.529297	11371.892578
1883.818359	11464.984375
1882.109375	11425.005859
1880.398438	11406.961914
1878.687500	11510.220703
1876.976563	11404.492188
1875.265625	11418.593750
1873.554688	11234.035156
1871.841797	11364.989258
1870.130859	11446.249023
1868.417969	11244.253906
1866.705078	11290.468750
1864.992188	11284.125977
1863.279297	11161.049805
1861.564453	10928.597656
1859.851563	11025.875977
1858.136719	11258.748047
1856.421875	11500.284180
1854.707031	11272.296875
1852.992188	11257.199219
1851.277344	11293.111328
1849.562500	11503.862305
1847.845703	11376.545898
1846.128906	11209.943359
1844.412109	11132.233398
1842.695313	11229.278320
1840.978516	11281.154297
1839.261719	11020.064453
1837.542969	10948.253906
1835.824219	11294.063477
1834.105469	11130.573242
1832.386719	10996.227539
1830.667969	11245.855469
1828.949219	10990.849609
1827.228516	10906.020508
1825.509766	11085.754883
1823.789063	11072.142578
1822.068359	11064.343750
1820.347656	11052.187500
1818.626953	11153.324219
1816.904297	11110.655273
1815.183594	11057.834961
1813.460938	11132.778320
1811.738281	11034.974609
1810.015625	10908.181641
1808.292969	10904.755859
1806.568359	11020.278320
1804.845703	11061.789063
1803.121094	10917.671875
1801.396484	10985.277344
1799.671875	10942.690430
1797.947266	10858.085938
1796.222656	11090.847656
1794.496094	11097.514648
1792.769531	11017.266602
1791.044922	10868.978516
1789.318359	10824.996094
1787.589844	10823.009766
1785.863281	10793.521484
1784.136719	10892.838867
1782.408203	11083.272461
1780.679688	10822.283203
1778.951172	10983.727539
1777.222656	10892.041992
1775.494141	10677.491211
1773.763672	10773.814453
1772.035156	11180.839844
1770.304688	10844.964844
1768.574219	10808.278320
1766.843750	10874.162109
1765.111328	10681.502930
1763.380859	10566.885742
1761.648438	10631.327148
1759.917969	10661.099609
1758.185547	10793.323242
1756.453125	10612.388672
1754.718750	10653.682617
1752.986328	10712.266602
1751.251953	10851.582031
1749.517578	10768.805664
1747.785156	10789.848633
1746.048828	10521.187500
1744.314453	10653.219727
1742.580078	10629.603516
1740.843750	10629.040039
1739.107422	10746.569336
1737.371094	10493.998047
1735.634766	10581.271484
1733.898438	10540.406250
1732.160156	10555.679688
1730.423828	10546.485352
1728.685547	10512.835938
1726.947266	10605.765625
1725.208984	10720.227539
1723.470703	10654.928711
1721.730469	10605.463867
1719.992188	10607.753906
1718.251953	10525.264648
1716.511719	10477.283203
1714.771484	10614.606445
1713.029297	10800.702148
1711.289063	10474.144531
1709.546875	10450.604492
1707.804688	10556.244141
1706.062500	10528.388672
1704.320313	10524.931641
1702.578125	10601.800781
1700.833984	10322.970703
1699.091797	10557.571289
1697.347656	10555.536133
1695.603516	10569.265625
1693.857422	10403.859375
1692.113281	10459.159180
1690.369141	10316.752930
1688.623047	10394.958984
1686.876953	10527.546875
1685.130859	10462.512695
1683.384766	10381.756836
1681.636719	10185.111328
1679.890625	10513.650391
1678.142578	10501.591797
1676.394531	10219.215820
1674.646484	10381.672852
1672.896484	10418.250000
1671.148438	10331.880859
1669.398438	10434.190430
1667.650391	10134.946289
1665.900391	10351.538086
1664.148438	10298.091797
1662.398438	10298.930664
1660.648438	10401.136719
1658.896484	10250.638672
1657.144531	10150.149414
1655.392578	10092.505859
1653.640625	10056.281250
1651.886719	10208.346680
1650.134766	10321.847656
1648.380859	10278.464844
1646.626953	10105.376953
1644.873047	10230.225586
1643.119141	10336.500000
1641.363281	10264.647461
1639.609375	10142.968750
1637.853516	10133.839844
1636.097656	9926.803711
1634.341797	10282.139648
1632.583984	10116.425781
1630.828125	10037.577148
1629.070313	9987.210938
1627.312500	10127.463867
1625.554688	10065.719727
1623.796875	10187.414063
1622.037109	10253.618164
1620.279297	10058.281250
1618.519531	10208.318359
1616.759766	10050.001953
1615.000000	10084.923828
1613.238281	10024.681641
1611.478516	10164.660156
1609.716797	10284.706055
1607.955078	10211.680664
1606.193359	10134.425781
1604.431641	10211.839844
1602.669922	10206.951172
1600.906250	10143.920898
1599.142578	10109.269531
1597.378906	9971.149414
1595.615234	9990.400391
1593.851563	9911.869141
1592.085938	10001.957031
1590.322266	10188.322266
1588.556641	10149.446289
1586.791016	9932.186523
1585.025391	9903.282227
1583.257813	10034.314453
1581.492188	10013.888672
1579.724609	10151.916016
1577.957031	10036.705078
1576.189453	10058.708984
1574.419922	9926.593750
1572.652344	10057.452148
1570.882813	9984.745117
1569.113281	9936.086914
1567.343750	9849.303711
1565.574219	9967.352539
1563.802734	9865.061523
1562.033203	10107.297852
1560.261719	9910.443359
1558.490234	9801.165039
1556.718750	9872.534180
1554.947266	10106.099609
1553.173828	10018.000000
1551.400391	9657.785156
1549.626953	9775.641602
1547.853516	9721.487305
1546.080078	9859.008789
1544.304688	9982.383789
1542.531250	9709.873047
1540.755859	9831.816406
1538.980469	9593.239258
1537.205078	9733.454102
1535.427734	9744.120117
1533.652344	9736.485352
1531.875000	9751.364258
1530.097656	9695.903320
1528.320313	9882.354492
1526.541016	9736.899414
1524.763672	9779.874023
1522.984375	9789.098633
1521.205078	9704.170898
1519.425781	9726.047852
1517.646484	9767.579102
1515.865234	9623.722656
1514.085938	9515.024414
1512.304688	9597.277344
1510.523438	9602.304688
1508.740234	9680.292969
